atlas_file,atlas_version,tissue,cell_type_path,gene,polarity,species,state,target_status,source_type,source_name,pmid,doi,url,source_record_id,source_record_url,evidence_locator,curator,verified_at,curator_notes
marker_atlas.json,mkg-2026.08,gut,Goblet cell (intestinal),AGR2,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,gut,Goblet cell (intestinal),VIL1,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,gut,Goblet cell (intestinal),SI,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,gut,Goblet cell (intestinal),CHGA,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,gut,Goblet cell (intestinal),TP63,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,gut,Enteroendocrine cell,CHGA,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,gut,Enteroendocrine cell,SYT1,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,gut,Enteroendocrine cell,NEUROD1,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,gut,Enteroendocrine cell,PAX6,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,gut,Enteroendocrine cell,NKX2-2,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,gut,Enteroendocrine cell,VIL1,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,gut,Enteroendocrine cell,MUC2,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,gut,Enteroendocrine cell,TP63,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,gut,Paneth cell,LYZ,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,gut,Paneth cell,DEFA5,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,gut,Paneth cell,DEFA6,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,gut,Paneth cell,MMP7,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,gut,Paneth cell,REG3A,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,gut,Paneth cell,VIL1,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,gut,Paneth cell,MUC2,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,gut,Paneth cell,CHGA,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,gut,Intestinal stem cell,LGR5,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,gut,Intestinal stem cell,ASCL2,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,gut,Intestinal stem cell,OLFM4,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,gut,Intestinal stem cell,SMOC2,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,gut,Intestinal stem cell,VIL1,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,gut,Intestinal stem cell,MUC2,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,gut,Intestinal stem cell,CHGA,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,gut,Intestinal stem cell,LYZ,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,skin,Keratinocyte,KRT14,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,skin,Keratinocyte,KRT5,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,skin,Keratinocyte,TP63,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,skin,Keratinocyte,CDH1,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,skin,Keratinocyte,DSP,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,skin,Keratinocyte,VIM,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,skin,Keratinocyte,PTPRC,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,skin,Keratinocyte,PECAM1,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,skin,Melanocyte,MLANA,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,skin,Melanocyte,TYR,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,skin,Melanocyte,PMEL,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,skin,Melanocyte,DCT,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,skin,Melanocyte,SOX10,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,skin,Melanocyte,KRT14,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,skin,Melanocyte,PTPRC,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,skin,Melanocyte,PECAM1,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,skin,Langerhans cell,CD1A,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,skin,Langerhans cell,CD207,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,skin,Langerhans cell,HLA-DRA,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,skin,Langerhans cell,EPCAM,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,skin,Langerhans cell,ITGAX,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,skin,Langerhans cell,KRT14,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,skin,Langerhans cell,MLANA,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,skin,Langerhans cell,PTPRC,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,skin,Dermal fibroblast,COL1A1,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,skin,Dermal fibroblast,COL3A1,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,skin,Dermal fibroblast,DCN,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,skin,Dermal fibroblast,LUM,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,skin,Dermal fibroblast,FAP,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,skin,Dermal fibroblast,KRT14,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,skin,Dermal fibroblast,PTPRC,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,skin,Dermal fibroblast,PECAM1,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,heart,Cardiomyocyte,TNNT2,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,heart,Cardiomyocyte,TNNI3,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,heart,Cardiomyocyte,MYH7,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,heart,Cardiomyocyte,MYH6,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,heart,Cardiomyocyte,ACTC1,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,heart,Cardiomyocyte,RYR2,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,heart,Cardiomyocyte,PTPRC,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,heart,Cardiomyocyte,PECAM1,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,heart,Cardiomyocyte,PDGFRA,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,heart,Cardiac fibroblast,COL1A1,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,heart,Cardiac fibroblast,COL3A1,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,heart,Cardiac fibroblast,DCN,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,heart,Cardiac fibroblast,LUM,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,heart,Cardiac fibroblast,PDGFRA,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,heart,Cardiac fibroblast,TNNT2,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,heart,Cardiac fibroblast,PTPRC,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,heart,Cardiac fibroblast,PECAM1,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,heart,Cardiac endothelial cell,PECAM1,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,heart,Cardiac endothelial cell,CDH5,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,heart,Cardiac endothelial cell,VWF,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,heart,Cardiac endothelial cell,ERG,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,heart,Cardiac endothelial cell,TNNT2,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,heart,Cardiac endothelial cell,PTPRC,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,heart,Cardiac endothelial cell,PDGFRA,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,heart,Cardiac smooth muscle cell,ACTA2,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,heart,Cardiac smooth muscle cell,TAGLN,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,heart,Cardiac smooth muscle cell,MYH11,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,heart,Cardiac smooth muscle cell,CNN1,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,heart,Cardiac smooth muscle cell,TNNT2,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,heart,Cardiac smooth muscle cell,PTPRC,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,heart,Cardiac smooth muscle cell,PECAM1,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,pancreas,Alpha cell,GCG,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,pancreas,Alpha cell,ARX,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,pancreas,Alpha cell,MAFB,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,pancreas,Alpha cell,SLC38A4,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,pancreas,Alpha cell,INS,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,pancreas,Alpha cell,PDX1,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,pancreas,Alpha cell,SST,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,pancreas,Beta cell,INS,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,pancreas,Beta cell,PDX1,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,pancreas,Beta cell,NKX6-1,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,pancreas,Beta cell,MAFA,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,pancreas,Beta cell,SLC2A2,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,pancreas,Beta cell,GCG,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,pancreas,Beta cell,SST,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,pancreas,Beta cell,PPY,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,pancreas,Delta cell,SST,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,pancreas,Delta cell,MAFB,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,pancreas,Delta cell,HHEX,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,pancreas,Delta cell,DLK1,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,pancreas,Delta cell,INS,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,pancreas,Delta cell,GCG,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,pancreas,Delta cell,PPY,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,pancreas,Ductal cell,KRT19,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,pancreas,Ductal cell,CFTR,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,pancreas,Ductal cell,CA2,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,pancreas,Ductal cell,MUC1,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,pancreas,Ductal cell,INS,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,pancreas,Ductal cell,GCG,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,pancreas,Ductal cell,SST,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,pancreas,Acinar cell,PRSS1,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,pancreas,Acinar cell,PRSS2,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,pancreas,Acinar cell,CPA1,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,pancreas,Acinar cell,CELA3A,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,pancreas,Acinar cell,AMY2A,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,pancreas,Acinar cell,INS,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,pancreas,Acinar cell,GCG,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,pancreas,Acinar cell,KRT19,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,muscle,Myofiber,MYH1,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,muscle,Myofiber,MYH2,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,muscle,Myofiber,MYH4,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,muscle,Myofiber,ACTA1,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,muscle,Myofiber,TNNT3,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,muscle,Myofiber,PTPRC,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,muscle,Myofiber,PECAM1,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,muscle,Myofiber,PDGFRA,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,muscle,Satellite cell,PAX7,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,muscle,Satellite cell,MYF5,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,muscle,Satellite cell,CDH11,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,muscle,Satellite cell,MYH1,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,muscle,Satellite cell,MYH2,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,muscle,Satellite cell,PTPRC,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,muscle,Fibro-adipogenic progenitor,PDGFRA,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,muscle,Fibro-adipogenic progenitor,DCN,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,muscle,Fibro-adipogenic progenitor,LUM,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,muscle,Fibro-adipogenic progenitor,COL1A1,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,muscle,Fibro-adipogenic progenitor,MYH1,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,muscle,Fibro-adipogenic progenitor,PAX7,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,muscle,Fibro-adipogenic progenitor,PTPRC,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,general,Endothelial cell,PECAM1,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,general,Endothelial cell,CDH5,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,general,Endothelial cell,VWF,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,general,Endothelial cell,ERG,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,general,Endothelial cell,FLT1,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,general,Endothelial cell,PTPRC,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,general,Endothelial cell,EPCAM,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,general,Endothelial cell,PDGFRA,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,general,Pericyte,RGS5,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,general,Pericyte,PDGFRB,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,general,Pericyte,DES,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,general,Pericyte,CSPG4,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,general,Pericyte,ACTA2,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,general,Pericyte,PECAM1,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,general,Pericyte,PTPRC,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,general,Pericyte,EPCAM,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,general,Fibroblast,COL1A1,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,general,Fibroblast,COL1A2,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,general,Fibroblast,DCN,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,general,Fibroblast,LUM,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,general,Fibroblast,FAP,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,general,Fibroblast,PDGFRA,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,general,Fibroblast,PTPRC,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,general,Fibroblast,PECAM1,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,general,Fibroblast,EPCAM,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,general,Macrophage,CD68,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,general,Macrophage,CD163,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,general,Macrophage,MRC1,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,general,Macrophage,LYZ,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,general,Macrophage,C1QA,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,general,Macrophage,C1QB,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,general,Macrophage,CD3D,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,general,Macrophage,CD19,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,general,Macrophage,PECAM1,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,general,Macrophage,EPCAM,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,general,Mast cell,KIT,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,general,Mast cell,TPSAB1,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,general,Mast cell,TPSB2,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,general,Mast cell,CPA3,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,general,Mast cell,MS4A2,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,general,Mast cell,CD3D,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,general,Mast cell,CD19,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,general,Mast cell,CD14,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,general,Epithelial cell,EPCAM,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,general,Epithelial cell,CDH1,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,general,Epithelial cell,KRT18,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,general,Epithelial cell,KRT19,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,general,Epithelial cell,ENC1,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,general,Epithelial cell,PTPRC,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,general,Epithelial cell,PECAM1,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,general,Epithelial cell,PDGFRA,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,tumor_microenvironment,cancer_associated_fibroblast,ACTA2,positive,human;mouse,tumor,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,tumor_microenvironment,cancer_associated_fibroblast,FAP,positive,human;mouse,tumor,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,tumor_microenvironment,cancer_associated_fibroblast,PDGFRA,positive,human;mouse,tumor,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,tumor_microenvironment,cancer_associated_fibroblast,THY1,positive,human;mouse,tumor,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,tumor_microenvironment,cancer_associated_fibroblast,FNB1,positive,human;mouse,tumor,,,,,,,,,,,,
premium_atlas.json,premium-atlas-2026.08,tumor_microenvironment,cancer_associated_fibroblast,PECAM1,negative,human;mouse,tumor,,,,,,,,,,,,
